gene,mean,count,downregulated
UGGT1,8.378203873437634e-08,4,0
CPXM1,8.392193890778119e-08,4,0
CBX4,8.422764786926564e-08,4,0
CHPF2,8.452666766465222e-08,4,0
MAP3K21,8.459072528475674e-08,4,4
BCL6,8.469782091501683e-08,4,0
TACSTD2,8.530247121570646e-08,4,0
CD44,8.543921886790517e-08,4,0
RXRA,8.595042804564382e-08,4,4
CEACAM6,8.66163416763327e-08,4,0
CKMT2,8.682594068950841e-08,4,4
ZNF439,8.682786124041479e-08,4,4
PAPSS2,8.704336947143646e-08,4,4
KIRREL1,8.746395496621981e-08,4,0
ACOT11,8.74903294048671e-08,4,4
SERPINB5,8.7611588330877e-08,4,0
CNST,8.877173082553464e-08,4,4
PALMD,9.105673703331205e-08,4,0
MXRA5,9.206715944108974e-08,4,0
FLVCR1,9.234451458064506e-08,4,4
DIPK2B,9.234503754724117e-08,4,0
SELP,9.26745727255886e-08,4,0
NAPEPLD,9.328244555020466e-08,4,4
MPST,9.375240426062096e-08,4,4
SLC1A4,9.391269552329093e-08,4,0
CTSC,9.627779744423928e-08,4,0
KCNJ15,9.640841023947982e-08,4,0
HYAL2,9.696740453368174e-08,4,0
WDR20,9.729582383838206e-08,4,4
NCOA4,9.79457190880193e-08,4,4
F2R,9.794995100930912e-08,4,0
FAM168B,9.801011470591107e-08,4,4
HEG1,9.816573303219593e-08,4,0
SPHK1,9.821037840296872e-08,4,0
PPFIBP2,9.9572748361047e-08,4,4
GLOD5,9.980423209812545e-08,4,4
GMPR,1.0084859854860076e-07,4,0
ADGRL4,1.0146674361807294e-07,4,0
NOS2,1.0239477566316944e-07,4,0
LTK,1.0284901105825515e-07,4,4
CD34,1.0382561845764099e-07,4,0
CXCL8,1.045019616416784e-07,4,0
NHERF4,1.0545644804181362e-07,4,4
MMP1,1.0621951989240737e-07,4,0
SSR2,1.0664601305515e-07,4,0
NDRG1,1.0732994718985178e-07,4,4
PGM1,1.0741365107642722e-07,4,4
EDNRA,1.0804076800597748e-07,4,0
RALGPS1,1.0846395494103857e-07,4,4
SYNGR2,1.08685777242492e-07,4,0
TREM1,1.0944564689465962e-07,4,0
CIPC,1.0946124451020743e-07,4,4
CAVIN3,1.1024612061317827e-07,4,0
CD40,1.1186432337599473e-07,4,0
CLDN15,1.1208941070635818e-07,4,4
CLEC4E,1.1228230014039362e-07,4,0
GPR180,1.130975695109947e-07,4,0
GLOD4,1.1427746177603256e-07,4,4
ZFP3,1.1528503406071438e-07,4,4
ORAI2,1.1684799805453882e-07,4,0
RNF145,1.1771657055359216e-07,4,0
MTHFD1L,1.1812039432763207e-07,4,0
IL1R1,1.1855735135923089e-07,4,0
ADGRG6,1.1867722028128223e-07,4,0
TM4SF18,1.1986031685599572e-07,4,0
GPCPD1,1.2001617806356428e-07,4,0
SH3PXD2B,1.202340657692819e-07,4,0
NLRC5,1.207150432456453e-07,4,0
OAF,1.2170030857901027e-07,4,4
LYPD5,1.2353893490194104e-07,4,0
SPRY3,1.2615246243828427e-07,4,4
PGAP2,1.2748984194436446e-07,4,4
APPL2,1.2816310213167922e-07,4,4
ICAM1,1.28886582656065e-07,4,0
ADA,1.2898473638334602e-07,4,0
TMLHE,1.2918171280823443e-07,4,4
GBA3,1.2981792236776065e-07,4,4
OGDHL,1.304331625407545e-07,4,4
SERPINB8,1.3077286659335176e-07,4,0
UNC13D,1.3348123649943218e-07,4,0
SLC5A11,1.3386674172239332e-07,4,4
GPRC5B,1.3439134834519837e-07,4,0
ROR2,1.3679465070965347e-07,4,0
CSGALNACT1,1.3750029522758477e-07,4,0
FAM151A,1.3778076912296932e-07,4,4
MOB3B,1.3916699454552156e-07,4,4
LETMD1,1.4039305357149822e-07,4,4
C9orf40,1.4195989774944322e-07,4,4
PMPCB,1.4370600747135118e-07,4,4
RBKS,1.45550982100801e-07,4,4
ISG20,1.4557074185641772e-07,4,0
TRAK2,1.459327137780099e-07,4,4
MZB1,1.4596013820666242e-07,4,0
SPON2,1.4792666463975636e-07,4,0
CALR,1.4817646615407173e-07,4,0
MROH7,1.5139861815405484e-07,4,4
PRR16,1.5404175228655842e-07,4,0
SLFN11,1.5462871516562686e-07,4,0
ARMCX2,1.5464792129439647e-07,4,0
TMEM170A,1.5517256843262992e-07,4,4
RASIP1,1.5581764325676144e-07,4,0
SH3BP1,1.5603249264714454e-07,4,4
PDGFRB,1.5625540708154927e-07,4,0
RFLNA,1.5660315452832107e-07,4,4
EXOC6B,1.595915707442443e-07,4,4
SLC2A14,1.6109381082570405e-07,4,0
VCAN,1.6121634124253872e-07,4,0
SLC22A15,1.61881297592887e-07,4,0
NDE1,1.6429865799768893e-07,4,0
RGS5,1.669627346961143e-07,4,0
SMAD4,1.6754999082330438e-07,4,4
NID1,1.6755764169515456e-07,4,0
UGT1A6,1.6815965006507012e-07,4,4
ENTREP2,1.69132391530704e-07,4,4
DNAH7,1.7184406385008473e-07,4,4
SORBS3,1.7188725827153538e-07,4,4
CRAT,1.7208048059030984e-07,4,4
SLC43A3,1.7239427427934312e-07,4,0
LRRC32,1.742788951982994e-07,4,0
CEBPA,1.7531761218113511e-07,4,4
AGAP1,1.7717316715469706e-07,4,4
CNTN3,1.813296393111399e-07,4,4
ITGAV,1.8475271708409173e-07,4,0
C11orf52,1.850849687414961e-07,4,4
MED14,1.8533056036176144e-07,4,4
RBMS1,1.863136211329489e-07,4,0
COQ9,1.8748096248428138e-07,4,4
PLA1A,1.9053338578422873e-07,4,0
RHOQ,1.9242599555536542e-07,4,0
SRM,1.9369917475189827e-07,4,0
MOGAT2,1.9687588148279985e-07,4,4
SPIN1,1.9756944090131703e-07,4,4
IGSF3,1.9768177925836713e-07,4,4
HHLA2,1.9788333010993935e-07,4,4
SLC39A4,2.0041802959825502e-07,4,4
PLSCR3,2.0043484916484472e-07,4,0
ME1,2.0064598844727664e-07,4,0
PLVAP,2.0238769766330214e-07,4,0
TLCD3A,2.0284691033832773e-07,4,0
RHOJ,2.0366079331937894e-07,4,0
COL4A2,2.0516455411639362e-07,4,0
GBP5,2.0625500702630169e-07,4,0
MT1F,2.0677062322645646e-07,4,4
KCNG1,2.1033469702170696e-07,4,4
HS3ST1,2.1358240292654318e-07,4,0
ARHGAP18,2.1432947604511816e-07,4,4
CROT,2.160263977551293e-07,4,4
DENND1B,2.1604800615467001e-07,4,4
HMGCS2,2.1768022140631994e-07,4,4
CCL4,2.1936430486014139e-07,4,0
SAR1A,2.213718083828462e-07,4,0
GATA6,2.2236663564385044e-07,4,4
USF3,2.2314505792739877e-07,4,4
CETN2,2.24037547637902e-07,4,0
RNF24,2.2451487459521528e-07,4,0
ERBB2,2.2595850553048013e-07,4,4
KPNA2,2.2775078352967394e-07,4,0
MMRN2,2.2781341614034322e-07,4,0
OTUB2,2.2803617101935918e-07,4,0
LRRC8B,2.2830071489645798e-07,4,0
SPAG4,2.3069474411185145e-07,4,0
SPP1,2.3083392536336817e-07,4,0
FABP1,2.309306971311288e-07,4,4
JUNB,2.3106605105953137e-07,4,0
C2,2.316254292609932e-07,4,0
SLC26A2,2.3176261720772667e-07,4,4
CCL3,2.3247587014219711e-07,4,0
PIWIL2,2.3336650336039248e-07,4,4
SCUBE2,2.361174128082079e-07,4,4
FBXL3,2.3640661546774468e-07,4,4
COL3A1,2.409833895804126e-07,4,0
NEXMIF,2.422119421846794e-07,4,4
SPATS2,2.423098133683252e-07,4,0
TMPRSS3,2.467996151133638e-07,4,0
CRYL1,2.497041970235098e-07,4,4
CASP10,2.55506076673204e-07,4,0
LAMB1,2.5676557204557415e-07,4,0
KCNN3,2.584062112792091e-07,4,0
PLPP6,2.5930039129496243e-07,4,4
BLVRA,2.6115778491270113e-07,4,0
C2CD2L,2.619456282605651e-07,4,4
KCNE3,2.6399117076864326e-07,4,0
SDCBP,2.642090062224258e-07,4,0
SLC16A3,2.6425342343916295e-07,4,0
LRG1,2.6451980046281087e-07,4,0
OSBPL3,2.6454958788352144e-07,4,0
TCIM,2.6500397755694976e-07,4,0
CYB5R2,2.6616520644189585e-07,4,0
VIM,2.665156013070342e-07,4,0
HGF,2.665739706476084e-07,4,0
HNF1A,2.6957775219207235e-07,4,4
STAT3,2.709817657670023e-07,4,0
LDB2,2.722798679625359e-07,4,0
HNF4A,2.729677991332812e-07,4,4
ITPRIP,2.734446677368871e-07,4,0
FGF2,2.755071369068068e-07,4,0
GNG12,2.7559157359312713e-07,4,4
NXPE3,2.764088546648202e-07,4,0
TNFSF12-TNFSF13,2.7769987314285123e-07,4,0
TSPAN5,2.8253182303093425e-07,4,0
PSMB9,2.868307909397081e-07,4,0
DERL3,2.872361109791849e-07,4,0
FOXN3,2.890020389869587e-07,4,4
CD59,2.9200177832685245e-07,4,0
TSPAN18,2.9250028268671737e-07,4,0
DAZAP2,2.9600803275663613e-07,4,4
MIR600HG,2.965718116978666e-07,4,4
SLCO1B3,2.980695800500837e-07,4,0
GEM,2.9807952358782784e-07,4,0
CHP1,3.000312673992439e-07,4,4
SIAH1,3.0220361500589533e-07,4,4
FUT8,3.0221406542637307e-07,4,0
CCN2,3.0358002464197496e-07,4,0
XK,3.03762789907572e-07,4,4
PCOLCE,3.0692357857832737e-07,4,0
SULF2,3.087009254671164e-07,4,0
GPR160,3.087055685883971e-07,4,4
ROBO4,3.090553757187282e-07,4,0
PPARGC1B,3.0965921570006754e-07,4,4
ERG,3.099196588558362e-07,4,0
SLU7,3.1198774720889575e-07,4,4
BIRC3,3.1517311415994894e-07,4,0
MAP4K4,3.1953505618252615e-07,4,0
IYD,3.1976443413869036e-07,4,4
ISX,3.253676061071319e-07,4,4
ECHDC2,3.2665784050816994e-07,4,4
SAYSD1,3.273357687457033e-07,4,4
DACT2,3.276456658818609e-07,4,4
ACSS2,3.291898944371859e-07,4,4
TRMT9B,3.292559640693324e-07,4,4
DIO3OS,3.3170997697622306e-07,4,4
RPP25L,3.343014646653414e-07,4,4
RAB17,3.344866090339557e-07,4,4
TNFAIP6,3.357471376736039e-07,4,0
ASH2L,3.367100490702485e-07,4,4
EGLN1,3.4068702151569167e-07,4,4
MSN,3.446846669713159e-07,4,0
MRAS,3.4504346236747734e-07,4,0
ADAM9,3.456294550682477e-07,4,0
TNIK,3.4569276081894504e-07,4,4
LDHB,3.4616474250627214e-07,4,0
RAB3IP,3.4618042059480923e-07,4,4
MRRF,3.4814775636591825e-07,4,4
GATD3,3.5448321747842857e-07,4,4
SPCS3,3.55056480022261e-07,4,0
TRIB2,3.550704111987992e-07,4,0
RAVER2,3.551013061283567e-07,4,4
L2HGDH,3.552570625873941e-07,4,4
ZNF606,3.5905188014194125e-07,4,4
INPP4A,3.610774879350642e-07,4,0
THNSL1,3.615538854702359e-07,4,4
MAP3K8,3.622296434839846e-07,4,0
MSTO1,3.6229343863291893e-07,4,0
PBX1,3.6507751596537533e-07,4,4
SLC36A1,3.6699758006788175e-07,4,4
SLC25A34,3.670083541293838e-07,4,4
KBTBD11,3.6736607660722605e-07,4,4
TMEM165,3.6739443845889123e-07,4,0
TRIM69,3.676843767042779e-07,4,0
SULT1A2,3.677313009942247e-07,4,4
LIPG,3.6803934074042707e-07,4,0
C2CD4A,3.680905377321555e-07,4,0
KLHL29,3.68826412793669e-07,4,0
CH25H,3.6890331657020557e-07,4,0
TCF4,3.6971569473921254e-07,4,0
ASPH,3.7078429984796576e-07,4,0
NBR1,3.7192022844075967e-07,4,4
CCDC3,3.7206589784772933e-07,4,0
PDK4,3.7336447857827034e-07,4,4
RAB11FIP1,3.7505744972940954e-07,4,4
DCHS1,3.7581212812536047e-07,4,0
ADD3,3.762378498656492e-07,4,4
FAM20A,3.7732908900384874e-07,4,0
LYST,3.7734619827898645e-07,4,0
MEP1A,3.774022171033811e-07,4,4
CDC14A,3.7767832514027945e-07,4,4
PRKG2,3.7822988606270016e-07,4,4
ZDHHC23,3.7850792680506216e-07,4,4
SLC7A11,3.8251583515525007e-07,4,0
PLPBP,3.8261862823194475e-07,4,4
ATP2C1,3.849555492464264e-07,4,0
CHAC1,3.854062167732542e-07,4,0
ARHGEF9,3.8702583749432904e-07,4,4
ACVR2A,3.877283594855877e-07,4,4
PIM2,3.8871044705461576e-07,4,0
BACE1,3.898621629475899e-07,4,0
C9orf78,3.9011393837684303e-07,4,4
PALS1,3.913828012698006e-07,4,4
SUCLG2,3.9263839826542165e-07,4,4
FBXO16,3.9353723679082474e-07,4,0
BCL2L10,3.949105678800447e-07,4,4
PMM1,3.995446594055047e-07,4,4
CXCL6,3.9988579095421606e-07,4,0
INSC,4.017025305262346e-07,4,0
AREG,4.028729286199231e-07,4,0
VSIG1,4.0426023024300045e-07,4,0
RAB13,4.042638420960818e-07,4,0
PUS10,4.06463698518512e-07,4,4
ITGAX,4.078389867481372e-07,4,0
SLC4A11,4.1114245961070714e-07,4,0
RNLS,4.1248972873088353e-07,4,4
ALKBH7,4.177728380555466e-07,4,4
TMEM184B,4.18506689012081e-07,4,0
LOXL1,4.192393971979084e-07,4,0
EAPP,4.2034451546143426e-07,4,4
SLC3A1,4.207175236208902e-07,4,4
NOL4L,4.2084702147646255e-07,4,4
GLUD1,4.245508423885339e-07,4,4
SOD3,4.2566392650640327e-07,4,0
RHBDF2,4.274110670407616e-07,4,0
SMIM19,4.293797132984622e-07,4,4
APOL3,4.297641068741163e-07,4,0
SERPINB7,4.302339009041882e-07,4,0
IGFBP7,4.3054902722528643e-07,4,0
PARP9,4.339274964921627e-07,4,0
FPR1,4.34203234104197e-07,4,0
CEP112,4.350835649665517e-07,4,0
CD93,4.355653669390003e-07,4,0
SULT1A1,4.360913666068488e-07,4,4
TNNC2,4.3619437750545906e-07,4,4
ANXA6,4.4203325843225246e-07,4,0
PPA1,4.4249765794700467e-07,4,0
IDO1,4.443450961028439e-07,4,0
CBR3,4.448374545870249e-07,4,0
SMAD7,4.4517188909789735e-07,4,4
PARD3B,4.4523862136538795e-07,4,4
PFKFB3,4.4606522910387025e-07,4,0
CAT,4.472233094167661e-07,4,4
CASP1,4.4765738636066935e-07,4,0
MAP7D2,4.4806776870960383e-07,4,4
HOOK2,4.48215085706961e-07,4,4
VAV2,4.492624994545405e-07,4,4
HR,4.503084282825421e-07,4,4
PDLIM2,4.508876367957211e-07,4,4
S100A12,4.511846955910191e-07,4,0
PITPNB,4.51641895840431e-07,4,0
PRR15L,4.525746029319088e-07,4,4
WFS1,4.581166654536204e-07,4,0
JCAD,4.587084258435012e-07,4,0
CRBN,4.595272144208498e-07,4,4
ERBIN,4.5961351156406915e-07,4,4
PHLDA2,4.6018161181778554e-07,4,0
GPX7,4.609245096361806e-07,4,0
THEMIS2,4.6222224262232246e-07,4,0
LYRM7,4.6254839790083656e-07,4,4
WNT5A,4.6367278748421366e-07,4,0
CNGA1,4.6673029441622294e-07,4,4
PPARA,4.723958788455774e-07,4,4
TTC19,4.752807005612718e-07,4,4
GOLT1B,4.772291479494205e-07,4,0
LILRB2,4.776077313555729e-07,4,0
ANKRD36BP2,4.794426372262824e-07,4,0
FEZ1,4.85500452977893e-07,4,0
ERO1A,4.857408549962768e-07,4,0
CALCOCO2,4.896372810368543e-07,4,4
B4GALNT2,4.903646445609627e-07,4,4
TIGAR,4.906708024495378e-07,4,0
MR1,4.913274322275461e-07,4,0
CMTM7,4.92848087007493e-07,4,0
PTPN12,4.930080661723014e-07,4,0
TTC38,4.934636748054669e-07,4,4
LIMS1,4.942966842422645e-07,4,0
ACSL5,4.962123441139301e-07,4,4
AP5M1,4.991520956672652e-07,4,4
GALNT18,5.008648168652651e-07,4,0
ARHGEF12,5.035127529903086e-07,4,4
MAGED1,5.064853923831376e-07,4,0
KLK11,5.090770694416397e-07,4,0
HCCS,5.096331165100839e-07,4,4
NDUFS4,5.107625181392058e-07,4,4
LIAS,5.123415095207686e-07,4,4
ANGPT2,5.125495755968007e-07,4,0
BST2,5.134103716378776e-07,4,0
AKIRIN2,5.151672766785055e-07,4,0
COX10,5.154771994589395e-07,4,4
CD274,5.181564624611063e-07,4,0
COQ5,5.183415432295271e-07,4,4
EDA,5.185468123564463e-07,4,4
COL5A1,5.221460923212933e-07,4,0
ST3GAL5,5.298394133951732e-07,4,0
COBL,5.32338015388833e-07,4,4
EHD2,5.335204023561411e-07,4,0
TESK2,5.355328292901225e-07,4,4
SLC39A6,5.379862887031193e-07,4,0
HLA-E,5.388248821406768e-07,4,0
NHSL1,5.433341531451089e-07,4,4
ZNFX1,5.461724303902704e-07,4,0
PSMB10,5.469633541094109e-07,4,0
ABHD12,5.512609745885027e-07,4,4
SRI,5.532737817781125e-07,4,4
LGALS1,5.572359889430048e-07,4,0
VCP,5.575657910657252e-07,4,0
BTN2A2,5.613402438249387e-07,4,0
TGM2,5.617862317519881e-07,4,0
ARFGAP1,5.677686886852231e-07,4,0
LAX1,5.685160566038481e-07,4,0
AKAP9,5.883587722773227e-07,4,4
BCL2L14,5.943373158119547e-07,4,4
DUSP14,5.949144121688404e-07,4,0
PHB2,5.977034153676458e-07,4,4
LIMK1,5.999610810195033e-07,4,0
BIK,6.093900459371647e-07,4,0
SLC25A5,6.143582855481621e-07,4,4
GOT1,6.170907842563071e-07,4,4
ANKMY2,6.218784382040879e-07,4,4
UQCRC2,6.25546837423778e-07,4,4
NRIP1,6.264772565047032e-07,4,4
PARVB,6.291212691881136e-07,4,0
CAPN13,6.304991960932221e-07,4,4
CHCHD4,6.390097985774649e-07,4,4
EGR3,6.409417355356164e-07,4,0
DEFB4A,6.496033870446458e-07,4,0
ICAM2,6.518815670662596e-07,4,0
SYT11,6.605087059886526e-07,4,0
DEPTOR,6.626949033781992e-07,4,4
OLFM1,6.760520251861831e-07,4,0
USP7,6.763471450207377e-07,4,4
SNED1,7.121106081450102e-07,4,0
CHN1,7.134960708580778e-07,4,0
REPS1,7.214792875706928e-07,4,4
LIN7C,7.225228692388562e-07,4,4
ANKS4B,7.250623027845313e-07,4,4
ARHGAP35,7.251945418801848e-07,4,4
DERA,7.302101507998312e-07,4,4
C2CD5,7.314424173383496e-07,4,4
NUDT9,7.400879113853424e-07,4,4
RPN2,7.426095202548935e-07,4,0
MAP3K12,7.430215593072169e-07,4,1
SRPRA,7.503089744481554e-07,4,0
PELO,7.629426863983829e-07,4,0
KIF3A,7.875038836636541e-07,4,0
GJB3,7.943228800715869e-07,4,0
ERI1,8.19767939290522e-07,4,0
SPI1,8.211800704092272e-07,4,0
ITGA2,8.235338060857251e-07,4,0
PRKCZ,8.269944363522153e-07,4,4
TENT4B,8.40477106981677e-07,4,4
DISP2,8.510507677653282e-07,4,4
ACOT4,8.589203753987769e-07,4,4
SLC17A8,9.067924748998706e-07,4,4
DHRS4L2,9.09814644030009e-07,4,4
TIMP2,9.621441343681047e-07,4,0
TNFRSF10C,9.83898095724008e-07,4,0
SLC27A4,1.0896955907101637e-06,4,4
TRMT112,1.2285016742021443e-06,4,0
AGFG2,2.5028325807767007e-16,3,3
OAS2,5.160454427209576e-15,3,0
ENPP1,7.095573257263915e-15,3,3
CDC27,8.872816038174025e-14,3,0
MIER3,1.0929858752569101e-13,3,3
NCOA7,2.7666739944836094e-13,3,0
UBASH3B,2.9491286005910375e-13,3,0
NR6A1,9.371254221967197e-13,3,3
PTPN21,1.1569453878351816e-12,3,3
VTI1B,2.8714665317871422e-12,3,3
RETREG2,8.193756578559868e-12,3,3
PLXNA2,9.294617190107282e-12,3,3
KIAA1958,1.1153203669229419e-11,3,3
ARHGEF37,1.2638565632423903e-11,3,3
SEC14L1,1.3310199369563916e-11,3,0
SNX30,1.5076115892782282e-11,3,3
CAMK2G,1.52714018277787e-11,3,3
PAG1,1.720289722499185e-11,3,3
ATP8A1,2.3157511836110527e-11,3,3
ZYX,2.6215954460821687e-11,3,0
OSMR,3.998942599617126e-11,3,0
SLFN5,4.325562884252983e-11,3,0
VOPP1,4.439397688938793e-11,3,0
MAML3,4.504826022065337e-11,3,3
PGAP3,4.65292283183804e-11,3,3
CEBPA-DT,5.192991667757145e-11,3,3
DNAH3,5.379447020483358e-11,3,3
TMED6,8.164395275250012e-11,3,3
POFUT1,8.270636755407426e-11,3,3
MRPL34,9.459922365183552e-11,3,3
ZFPM2,9.647835454503773e-11,3,0
BLTP1,9.847066529199428e-11,3,3
ZC2HC1C,1.0153566877513719e-10,3,3
MIR4435-2HG,1.0207426742988426e-10,3,0
ZNF44,1.1140647696851145e-10,3,3
LYN,1.1231423986983641e-10,3,0
PEX11A,1.2395639179018384e-10,3,3
SYCP3,1.419496179069869e-10,3,3
SLC5A12,1.538814559241043e-10,3,3
CXCL10,1.725937421141336e-10,3,0
HYOU1,1.7445320030850287e-10,3,0
ZNF493,2.25634603077057e-10,3,3
NSUN3,2.3832928392090796e-10,3,3
C1R,2.4220681625020053e-10,3,0
ALAD,2.7870684375720644e-10,3,3
JAK1,2.8090495216455977e-10,3,0
NAP1L5,3.000614328359403e-10,3,0
ST3GAL1,3.7216107148778685e-10,3,0
SERPINA1,4.5855903616424126e-10,3,0
SLC15A3,5.276922241526356e-10,3,0
KALRN,5.417533560132066e-10,3,3
KIAA1191,6.171057224238836e-10,3,3
CNNM2,6.856461992136651e-10,3,3
HOXA9,7.111720896942493e-10,3,3
FEN1,7.43149642418161e-10,3,0
BPNT1,7.591982639934636e-10,3,3
ADAL,8.372662083424241e-10,3,3
CITED2,9.598554162049108e-10,3,3
PIAS3,9.94870786882873e-10,3,0
BID,9.999297015854329e-10,3,0
MYDGF,1.004181159609008e-09,3,0
MAP3K2,1.0355135431738222e-09,3,3
ENTPD1,1.0356730968916074e-09,3,0
PDE5A,1.0420724483855706e-09,3,3
NFE2L3,1.0879573154019188e-09,3,0
IFNAR2,1.0993057069867178e-09,3,0
CHST11,1.1149687397101438e-09,3,0
PANK1,1.120893195482917e-09,3,3
RAB23,1.1310869303036316e-09,3,0
IGSF9,1.197988635197328e-09,3,3
ACSF3,1.2914557828420716e-09,3,3
GNB5,1.3746289239996087e-09,3,0
TWSG1,1.4367136730742704e-09,3,0
SLC6A4,1.4671357494817834e-09,3,3
SHCBP1,1.538840308160118e-09,3,0
PSMB2,1.6768013612039166e-09,3,0
CD81,1.693102817518584e-09,3,0
SEC16A,1.7087370816826236e-09,3,0
CNTN4,1.7185237703243659e-09,3,3
MPP7,1.7438488029309635e-09,3,3
SLFN13,1.774912733669274e-09,3,0
EDN2,1.818000479427757e-09,3,3
SRPRB,2.1051525439809672e-09,3,0
RAI1,2.1115532595214287e-09,3,0
ADH1A,2.1315037213521925e-09,3,3
GIMAP4,2.134693303622431e-09,3,0
HADH,2.350717009309675e-09,3,3
SNX12,2.393360062411384e-09,3,3
MT1G,2.4438375957626753e-09,3,3
KLHL24,2.650232995214089e-09,3,3
ODF2,2.7938659515381303e-09,3,0
XYLB,2.803288387822204e-09,3,3
HEBP1,2.821571963014714e-09,3,3
TCIRG1,2.884644651113302e-09,3,0
TK1,2.9553690283221174e-09,3,0
GBP1,3.015546013280738e-09,3,0
MFN2,3.1114545909975563e-09,3,3
PNMA1,3.1406839116516036e-09,3,0
FAM200B,3.1649208128456684e-09,3,3
ZNF350,3.3018986065766243e-09,3,3
RASAL1,3.3120745212409616e-09,3,0
ITSN1,3.343138635575374e-09,3,3
SRPX2,3.438193366065276e-09,3,0
KLHL8,3.477229412001075e-09,3,3
MARS1,3.5731035506888027e-09,3,0
CDC42BPA,3.5801841652378427e-09,3,3
SP110,3.682163202180114e-09,3,0
C6orf120,3.7051216527116637e-09,3,3
TRAPPC10,4.044156664787303e-09,3,3
MMP9,4.159132713621403e-09,3,0
CSNK1E,4.355222347245934e-09,3,0
SFT2D3,4.538749549503559e-09,3,3
WDR35,4.795271165575114e-09,3,0
MIR3652,4.821161359554562e-09,3,0
CASP4,4.832966294969333e-09,3,0
PHF3,5.0588080475300544e-09,3,3
HIVEP2,5.376615128286527e-09,3,0
PRXL2A,5.445704367615466e-09,3,3
SLC41A2,5.573926101416618e-09,3,3
CCL2,5.932420042345256e-09,3,0
ALPI,6.017810894430714e-09,3,3
SLC20A2,6.573892399962524e-09,3,3
THRA,6.616039082788495e-09,3,3
CTSB,6.771979767701727e-09,3,0
ANKRD9,6.8928320331096505e-09,3,3
LEF1,7.1378993623591886e-09,3,0
TMEM158,7.50957192328898e-09,3,0
PINK1,7.696708155788522e-09,3,3
PEBP1,8.059481656765262e-09,3,3
ESAM,8.109563879007266e-09,3,0
ACP3,8.249997049933514e-09,3,0
EFNA1,8.69864130111536e-09,3,3
TYSND1,8.722931148341928e-09,3,3
TMEM132A,8.917637118893569e-09,3,0
AP3S2,9.176559009109611e-09,3,3
CARD16,9.396905237652442e-09,3,0
GLT8D2,9.507573117963275e-09,3,0
SMDT1,9.923529872613288e-09,3,3
HCLS1,9.934706396246784e-09,3,0
ARB2A,9.960383093949226e-09,3,3
DEPDC5,9.979041220193647e-09,3,3
MCUB,1.0389598838876498e-08,3,0
WIPF2,1.0535004113528682e-08,3,3
AARS1,1.0697949785154154e-08,3,0
CD38,1.1053528064052649e-08,3,0
PPP1R36,1.1422315328966018e-08,3,3
GIMAP8,1.147052182399487e-08,3,0
PIGY,1.1517072207845249e-08,3,3
SLC25A43,1.1524717220365658e-08,3,3
SLCO5A1,1.1600616311797067e-08,3,0
TINCR,1.295855923086127e-08,3,3
HSD3B2,1.3348233552653709e-08,3,3
NTPCR,1.3410783571139135e-08,3,3
DMAC2L,1.3604801828140175e-08,3,3
DTX4,1.3854939632709785e-08,3,3
SGK2,1.3856016221802491e-08,3,3
RNF213,1.3857046842100174e-08,3,0
BRPF3,1.3869566836934399e-08,3,3
HAPLN3,1.3877784543208725e-08,3,0
CHN2,1.390568018783773e-08,3,3
PET117,1.3912736823008403e-08,3,3
AHR,1.4801134999928176e-08,3,0
CYP2B7P,1.4972215698993924e-08,3,3
AK3,1.4973848645124066e-08,3,3
ZNF704,1.497623349804385e-08,3,3
STRIP2,1.506887836319281e-08,3,0
TMTC2,1.5202602531003002e-08,3,0
DNAJC19,1.531918924663224e-08,3,3
TMTC4,1.54387301793845e-08,3,3
ELF4,1.549798319033038e-08,3,3
TMEM255B,1.5543726841123088e-08,3,0
MYCBP2,1.5607128203070094e-08,3,0
COTL1,1.5754154257895912e-08,3,0
ANKRD27,1.579548819250164e-08,3,3
PSD3,1.606389275188975e-08,3,3
NUDT16L2P,1.6465495559720815e-08,3,3
CEP19,1.64773017932895e-08,3,0
OVOL2,1.6597167463106992e-08,3,3
STAT5A,1.669301854802808e-08,3,0
MEOX1,1.670990295736195e-08,3,0
UBD,1.6717842031466113e-08,3,0
CPNE2,1.680340760738551e-08,3,3
SLC1A7,1.6941960463814835e-08,3,3
APCDD1,1.7236429450403785e-08,3,0
COX20,1.7329236786065486e-08,3,3
DNAJC3,1.7372810533142914e-08,3,0
DPP10,1.746885744967961e-08,3,3
CDH5,1.747279760453874e-08,3,0
TMEM63C,1.753192369922009e-08,3,3
STAT1,1.7534627424270642e-08,3,0
AQP11,1.7721504159850604e-08,3,3
ZNRF3,1.8007490903877637e-08,3,3
MPZL3,1.8387718161263663e-08,3,3
TGFB1,1.8664955282568253e-08,3,0
FGFR2,1.8844114139459534e-08,3,3
NHEJ1,1.8844555675580364e-08,3,3
PLEKHG6,1.8848280213713352e-08,3,3
FAIM2,1.893900598782683e-08,3,0
SERPING1,1.9033234946022843e-08,3,0
AMACR,2.0118290592364397e-08,3,3
TAP2,2.011829059310557e-08,3,0
TSPAN7,2.042463407753469e-08,3,3
LRP6,2.0530479718225805e-08,3,3
ARHGAP42,2.063862383157109e-08,3,3
C4A,2.0723084467557737e-08,3,0
C4B,2.0723084467557737e-08,3,0
CCDC183,2.0748084297856325e-08,3,3
LUZP2,2.091032552537803e-08,3,3
DENND4C,2.1002908073876764e-08,3,3
AFF1,2.1212461113252474e-08,3,3
