gene,datasets,hedges_g,se,ci_lo,ci_hi,p_value,tau2,I2,direction,n_up,n_down,direction_ratio,sign_test_p,q_value
TPM3P4,1,-0.156999469246944,0.17990511096963932,-0.509613486747437,0.19561454825354904,0.38283789464261675,0.0,0.0,down,0,1,1.0,,0.7501956160546835
CYP2J2,3,-0.12141455407655741,0.1391442364310619,-0.3941372574814388,0.15130814932832395,0.3828917468941183,0.0,0.0,down,1,2,0.6666666666666666,1.0,0.7502085412801381
CEP164,3,0.16041162701469075,0.1838651694018892,-0.1999641050130121,0.5207873590423936,0.38296750132457125,0.035308903889861104,0.265812301967584,up,2,1,0.6666666666666666,1.0,0.7502085412801381
MIR99B,1,0.3216051760967931,0.36865753696671616,-0.4009635963579706,1.0441739485515569,0.38300744790629226,0.0,0.0,up,1,0,1.0,,0.7502085412801381
CENPS-CORT,1,-0.3215897084804312,0.36865733853820903,-1.044158092015321,0.4009786750544585,0.3830300738074217,0.0,0.0,down,0,1,1.0,,0.7502085412801381
RAB11FIP5,3,0.29430699442516595,0.3373817023826563,-0.36696114224484044,0.9555751310951723,0.3830302932170975,0.2625139739296098,0.7888755665203273,up,2,1,0.6666666666666666,1.0,0.7502085412801381
PINK1,3,-0.20611647534022873,0.2362930753639561,-0.6692509030535827,0.2570179523731252,0.3830492946022359,0.09520602193686592,0.5691635938390449,down,1,2,0.6666666666666666,1.0,0.7502085412801381
ZNRF3-AS1,1,-0.32154071318479316,0.3686567100574096,-1.0441078648973159,0.40102643852772957,0.3831017493662582,0.0,0.0,down,0,1,1.0,,0.7502085412801381
SLC22A6,3,-0.198760646841185,0.22791690289389202,-0.6454777765132134,0.24795648283084337,0.38316743065129477,0.08416854959524318,0.5356080092691703,down,1,2,0.6666666666666666,1.0,0.7502085412801381
CCL27,3,0.12127711156213936,0.13906957857441787,-0.1512992624437197,0.3938534855679984,0.3831752740093006,0.0,0.0,up,3,0,1.0,0.25,0.7502085412801381
SLC24A3-AS1,2,-0.1920646707793499,0.22025165250826736,-0.6237579096955539,0.23962856813685413,0.38319542409864604,0.0,0.0,up,1,1,0.5,1.0,0.7502085412801381
IFITM10,2,0.19172308810416103,0.21986996053854116,-0.23922203455137966,0.6226682107597017,0.38321710513849294,0.0,0.0,up,2,0,1.0,0.5,0.7502085412801381
ANK2,3,0.2544221667065486,0.2918394467889537,-0.31758314899980056,0.8264274824128978,0.38332396918868294,0.17888527676172106,0.69444291197019,up,2,1,0.6666666666666666,1.0,0.7502982164612423
UGT2B17,3,-0.12129124181874795,0.13913122395942823,-0.3939884407792273,0.15140595714173138,0.3833306686801353,0.0,0.0,down,0,3,1.0,0.25,0.7502982164612423
SLC25A19,3,0.15618368421056544,0.17923111022828808,-0.1951092918368792,0.5074766602580101,0.3835306246734649,0.03065104417542775,0.4302302272791916,up,2,1,0.6666666666666666,1.0,0.7506232542102533
CFAP65,3,-0.12133853004051513,0.13927508111854367,-0.39431768903286074,0.15164062895183045,0.38363680945302314,0.0,0.0,down,1,2,0.6666666666666666,1.0,0.7506337914876504
PATL2,1,0.32116001412386724,0.36865182991584866,-0.40139757251119607,1.0437176007589306,0.3836589690803768,0.0,0.0,up,1,0,1.0,,0.7506337914876504
CYP2R1,3,-0.5290038485614906,0.6072752025878377,-1.7192632456336527,0.6612555485106714,0.38369378268260523,1.0138437795908188,0.9143730130698351,down,1,2,0.6666666666666666,1.0,0.7506337914876504
OR13J1,1,-0.32111233900920355,0.3686512191763171,-1.0436687285947852,0.401444050576378,0.3837287864588155,0.0,0.0,down,0,1,1.0,,0.7506337914876504
LPAR4,3,0.12996197834972603,0.14920917898940136,-0.16248801246950065,0.42241196916895274,0.3837512861544603,0.0,0.0,up,2,1,0.6666666666666666,1.0,0.7506337914876504
ZCWPW2,1,0.3210758221285478,0.3686507514393882,-0.401479650692653,1.0436312949497486,0.3837822687598673,0.0,0.0,up,1,0,1.0,,0.7506337914876504
TSR2,3,-0.12140255817090252,0.1393995466415831,-0.3946256695884054,0.15182055324660038,0.38381074284209793,0.0,0.10282209405038907,down,1,2,0.6666666666666666,1.0,0.7506337914876504
RNF145,3,0.21564214004483498,0.24761670126530655,-0.26968659443516585,0.7009708745248358,0.3838247343574346,0.11090549992806663,0.6230665077364221,up,2,1,0.6666666666666666,1.0,0.7506337914876504
APOD,3,0.2241693482443245,0.25742179593760217,-0.2803773717933758,0.7287160682820248,0.38384968556127474,0.1231776687480022,0.5983396901943305,up,2,1,0.6666666666666666,1.0,0.7506337914876504
ANKZF1,3,-0.15670661497726066,0.1799614487844854,-0.509431054594852,0.1960178246403307,0.3838749411834167,0.031495858176640364,0.3636616129420496,down,1,2,0.6666666666666666,1.0,0.7506337914876504
EDNRA,3,0.30066787103806636,0.34535088195988806,-0.3762198576033142,0.9775555996794469,0.3839640666950026,0.2788342440651068,0.8177993480362761,up,2,1,0.6666666666666666,1.0,0.7507417837992604
KANK1,3,0.5058689619280105,0.5811077116626786,-0.6331021529308395,1.6448400767868603,0.38401340212221236,0.9209650180041885,0.8753770988959466,up,2,1,0.6666666666666666,1.0,0.7507719647599433
PRAC1,3,0.5141602354018777,0.5907742060025153,-0.6437572083630523,1.6720776791668077,0.3841277452981864,0.9546305812270183,0.8902016771541471,up,2,1,0.6666666666666666,1.0,0.750853796708761
CAPN13,3,-0.12135889599439925,0.13947366972554837,-0.39472728865647405,0.15200949666767555,0.384234568460881,0.0,0.2611428423214547,down,1,2,0.6666666666666666,1.0,0.750853796708761
ZNF131,3,-0.12100146200937531,0.13906534303693413,-0.3935695343617662,0.15156661034301558,0.38424297949976527,0.0,0.0,down,0,3,1.0,0.25,0.750853796708761
BCOR,3,0.24264788511101082,0.2788994571475743,-0.3039950508982348,0.7892908211202565,0.38428990676519126,0.15777760663157248,0.6878089153677167,up,2,1,0.6666666666666666,1.0,0.750853796708761
TNFRSF11A,3,0.5906487380089288,0.6789510699765703,-0.740095359145149,1.9213928351630067,0.3843315489363548,1.286538439666441,0.9279809871410426,up,2,1,0.6666666666666666,1.0,0.750853796708761
ZNF671,3,-0.1210862400692638,0.13919916164752807,-0.39391659689841885,0.15174411675989122,0.38436726889819406,0.0,0.0,up,2,1,0.6666666666666666,1.0,0.750853796708761
SGSM1,3,0.3609054408419696,0.4149362831076734,-0.45236967404907025,1.1741805557330096,0.3844177972261873,0.4332802171152043,0.8036322492336992,up,2,1,0.6666666666666666,1.0,0.750853796708761
MYO7B,3,-0.12102920028108564,0.13915400673764752,-0.3937710534868748,0.15171265292470348,0.38443702980616834,0.0,0.0,down,1,2,0.6666666666666666,1.0,0.750853796708761
PEX6,3,0.12099191604010641,0.139122837916524,-0.15168884627628065,0.39367267835649344,0.38447700884100233,0.0,0.0,up,2,1,0.6666666666666666,1.0,0.750853796708761
PGAM2,3,0.22059923927061317,0.25367231672137036,-0.2765985015032727,0.7177969800444991,0.3845065544033277,0.11935600134816428,0.6283166773379257,up,2,1,0.6666666666666666,1.0,0.750853796708761
FLJ32255,2,0.20046262143268606,0.23064416584963485,-0.25159994363259824,0.6525251864979704,0.3847692536188685,0.056316228458431816,0.507923499016167,up,2,0,1.0,0.5,0.750853796708761
AK4,3,0.2663915785154138,0.30649982567925194,-0.33434807981592,0.8671312368467476,0.38476998940401685,0.20465821460193115,0.7513957549457955,up,2,1,0.6666666666666666,1.0,0.750853796708761
WDR25,3,0.470102216546987,0.541049833008873,-0.5903554561504041,1.5305598892443781,0.3849179892558321,0.7882282250600438,0.8636306139128888,down,1,2,0.6666666666666666,1.0,0.750853796708761
PAX8-AS1,3,-0.1208994471036439,0.13918693924974804,-0.39370584803315006,0.15190695382586222,0.38505938305759335,0.0,0.0,up,2,1,0.6666666666666666,1.0,0.750853796708761
CREG1,3,0.12842709953160558,0.14788325074423295,-0.16142407192709096,0.4182782709903021,0.3851558392950176,0.005637231224326568,0.0,down,1,2,0.6666666666666666,1.0,0.750853796708761
ESRRA,3,-0.12081161091693209,0.13912860551473186,-0.3935036777258065,0.15188045589194232,0.3852055652583348,0.0,0.0,down,0,3,1.0,0.25,0.750853796708761
COPS9,3,0.121038869914252,0.13940281462491738,-0.15219064675058608,0.3942683865790901,0.38524815862879613,0.0,0.196056228203098,up,3,0,1.0,0.25,0.750853796708761
ERBB3,3,-0.26682878976686325,0.30732804456878376,-0.8691917571216794,0.33553417758795295,0.3852731329028638,0.20555215348198974,0.6949657376358607,down,1,2,0.6666666666666666,1.0,0.750853796708761
UBE2D4,3,0.14052120371492993,0.1618589036108661,-0.17672224736236763,0.4577646547922275,0.38530073586570834,0.016043734762990553,0.008302582923371911,down,1,2,0.6666666666666666,1.0,0.750853796708761
KCNT2,1,0.3200144401737392,0.3686371794084006,-0.4025144314667259,1.0425433118142042,0.38533884159535237,0.0,0.0,up,1,0,1.0,,0.750853796708761
ARRDC1-AS1,3,-0.2680164287499533,0.3087673510749992,-0.8732004368569517,0.33716757935704517,0.3853830423545326,0.2083672713172089,0.7260024257962856,down,1,2,0.6666666666666666,1.0,0.750853796708761
SKIC2,3,-0.2178722046996031,0.25106763757177397,-0.7099647743402802,0.2742203649410739,0.38551318843632776,0.11649222342815134,0.63821370370479,down,1,2,0.6666666666666666,1.0,0.750853796708761
ZNF501,3,0.12075935102192649,0.13916158737475984,-0.1519973602326028,0.39351606227645575,0.38552379610625875,0.0,0.0,up,3,0,1.0,0.25,0.750853796708761
VPS8,3,-0.3317049801184071,0.3822847499575525,-1.08098309003521,0.4175731297983958,0.38556359557137065,0.35669393294469015,0.8013261621584833,down,1,2,0.6666666666666666,1.0,0.750853796708761
LOC401589,1,0.31982119237818213,0.36863471310568685,-0.4027028453089641,1.0423452300653284,0.3856226828463416,0.0,0.0,up,1,0,1.0,,0.750853796708761
MICU1,3,-0.12079621471685349,0.1392657760248774,-0.3937571357256132,0.15216470629190626,0.38573436383245197,0.0,0.0,down,0,3,1.0,0.25,0.750853796708761
NPFF,3,0.2709715048031768,0.3124088268198966,-0.34134979576382063,0.8832928053701742,0.3857437659488441,0.21471128545071408,0.6852153039432587,up,2,1,0.6666666666666666,1.0,0.750853796708761
PMCH,3,0.12287169431826638,0.14166310178471514,-0.15478798517977527,0.40053137381630805,0.3857494838305884,0.0,0.0,down,1,2,0.6666666666666666,1.0,0.750853796708761
C8orf17,1,-0.3197178476675516,0.36863339478534424,-1.0422393014468263,0.40280360611172306,0.3857745297055576,0.0,0.0,down,0,1,1.0,,0.750853796708761
RNF126,3,0.37175329835728665,0.42865157405124205,-0.46840378678314776,1.2119103834977212,0.38579837404830153,0.4672325532878116,0.8359852037562361,up,2,1,0.6666666666666666,1.0,0.750853796708761
TMEM72,2,-0.19063274349140874,0.21982359322840106,-0.6214869862190748,0.24022149923625735,0.3858281413194531,0.0,0.0,down,0,2,1.0,0.5,0.750853796708761
ADAMTS7,3,0.12578637057303863,0.1450576424680372,-0.1585266086643143,0.41009934981039153,0.3858612029325006,0.0037178917542600087,0.0,up,2,1,0.6666666666666666,1.0,0.750853796708761
PLCG2,3,0.12075681786492336,0.13926242586887258,-0.15219753683806686,0.3937111725679136,0.38587790326935156,0.0,0.0,up,2,1,0.6666666666666666,1.0,0.750853796708761
YAE1,3,-0.12081760669612232,0.1393351608088207,-0.39391452188141085,0.15227930848916624,0.38588687161054613,0.0,0.015405668010494008,down,0,3,1.0,0.25,0.750853796708761
GYPA,3,-0.1205952303053002,0.13908855495987638,-0.39320879802665787,0.1520183374160575,0.38592052832675716,0.0,0.0,down,0,3,1.0,0.25,0.750853796708761
NTN3,3,0.12057752479685285,0.1390701753099329,-0.15200001881061564,0.39315506840432135,0.38592750019711297,0.0,0.0,up,3,0,1.0,0.25,0.750853796708761
GRM7,3,0.15712983179809398,0.1812474705864738,-0.1981152105513947,0.5123748741475826,0.38597745619572277,0.03282816866334288,0.30636546326706,up,2,1,0.6666666666666666,1.0,0.750853796708761
GNPDA1,3,-0.1208779906004784,0.13943809706180052,-0.3941766608416074,0.15242067964065065,0.3860003236169026,0.0,0.26818340136836477,down,1,2,0.6666666666666666,1.0,0.750853796708761
CFAP300,3,0.25806857827393226,0.2976997733993029,-0.3254229775887014,0.8415601341365659,0.38601034220677155,0.18877868699476721,0.6681164883001448,up,2,1,0.6666666666666666,1.0,0.750853796708761
TMEM231,2,0.5040002315919713,0.5813999597810992,-0.6355436895789831,1.6435441527629258,0.3860113119149007,0.5645104408121195,0.8322441997279004,up,1,1,0.5,1.0,0.750853796708761
PTH2,3,0.1205465372548136,0.1390652663715537,-0.15202138483343167,0.3931144593430589,0.38603282763219005,0.0,0.0,up,3,0,1.0,0.25,0.750853796708761
ATP1A1,3,0.12064943624990485,0.13918495843010173,-0.15215308227309451,0.3934519547729042,0.3860361906911731,0.0,0.0,up,3,0,1.0,0.25,0.750853796708761
ZNF665,3,0.17186453491042178,0.19830699170167718,-0.21681716882486549,0.5605462386457091,0.3861288878278868,0.050171511898174696,0.3826097409236064,up,2,1,0.6666666666666666,1.0,0.750853796708761
TEP1,3,-0.13347864306224186,0.15401756250984663,-0.4353530655815413,0.16839577945705755,0.3861362197816386,0.009952173865456628,0.057260532257778524,down,1,2,0.6666666666666666,1.0,0.750853796708761
GPATCH2L,3,-0.12052129890282093,0.13906733174358865,-0.39309326912025466,0.1520506713146128,0.3861393428555078,0.0,0.0,down,0,3,1.0,0.25,0.750853796708761
KRT9,3,-0.155469118319957,0.17942288566782438,-0.5071379742288927,0.19619973758897877,0.38621850744335884,0.030857770296012287,0.42434167610836687,down,1,2,0.6666666666666666,1.0,0.750853796708761
SNORD115-35,1,0.31941423666944047,0.36862952419850975,-0.4030996307596386,1.0419281040985195,0.3862208532626201,0.0,0.0,up,1,0,1.0,,0.750853796708761
SENP6,3,-0.3616040402745457,0.41737744778449926,-1.1796638379321642,0.4564557573830728,0.3862863170873625,0.4390833437843086,0.8232052508199219,down,1,2,0.6666666666666666,1.0,0.750853796708761
ETV4,3,0.12059553974464937,0.13920340368253792,-0.15224313147312496,0.3934342109624237,0.3863113653714376,0.0,0.0,up,3,0,1.0,0.25,0.750853796708761
SLC9A3,3,-0.422451297204491,0.4877098050143329,-1.3783625150325836,0.5334599206236015,0.38638379398664835,0.6265176701302173,0.8610638091109958,down,1,2,0.6666666666666666,1.0,0.750853796708761
TCP10L3,2,0.19056610782833797,0.22001204562720061,-0.24065750160097524,0.6217897172576512,0.38640124326883063,0.0,0.0,up,1,1,0.5,1.0,0.750853796708761
MIR4738,1,0.3192694307183989,0.3686276794197769,-0.4032408209443638,1.0417796823811616,0.3864338412953179,0.0,0.0,up,1,0,1.0,,0.750853796708761
PITX2,3,-0.45779500353808655,0.528682202700875,-1.4940121208318016,0.5784221137556284,0.38653557952752693,0.7502652088286577,0.8993501309225336,down,1,2,0.6666666666666666,1.0,0.750853796708761
SMAD1,3,0.12039605036541043,0.13906256269164938,-0.15216657251022234,0.39295867324104317,0.38661687403842926,0.0,0.0,up,3,0,1.0,0.25,0.750853796708761
DIAPH2,3,-0.21293281126714989,0.24597625717938887,-0.6950462753387521,0.26918065280445225,0.3866744016122138,0.1082165128817471,0.5848429453137031,down,1,2,0.6666666666666666,1.0,0.750853796708761
RPS29,3,0.24158873690109434,0.2790940526230365,-0.3054356062400572,0.788613080042246,0.38669987533466754,0.158982072827109,0.7101130899206592,up,2,1,0.6666666666666666,1.0,0.750853796708761
NFE2L3,3,0.24001495732459935,0.2773092038716585,-0.3035110822638514,0.78354099691305,0.3867568162260828,0.15561429654007833,0.7128993460938371,up,2,1,0.6666666666666666,1.0,0.750853796708761
CLEC16A,3,-0.13405331459188569,0.15489242336294226,-0.4376424643832525,0.16953583519948112,0.3867859438911656,0.010625693330460581,0.0,down,1,2,0.6666666666666666,1.0,0.750853796708761
LINC01531,1,0.23739016894774706,0.27430014728337965,-0.30023811972767706,0.7750184576231711,0.38679763547277524,0.0,0.0,up,1,0,1.0,,0.750853796708761
MIR6758,1,0.31901765269941984,0.3686244738229038,-0.4034863159934716,1.0415216213923113,0.386804347611196,0.0,0.0,up,1,0,1.0,,0.750853796708761
DLGAP3,2,0.19024914620697564,0.2198587723932565,-0.24067404768380707,0.6211723400977583,0.3868607973431366,0.0,0.0,up,2,0,1.0,0.5,0.750853796708761
LOC649352,1,-0.31888147507325376,0.3686227410736745,-1.0413820475776558,0.40361909743114827,0.38700483539217534,0.0,0.0,down,0,1,1.0,,0.750853796708761
USP17L1,1,-0.31888147507325376,0.3686227410736745,-1.0413820475776558,0.40361909743114827,0.38700483539217534,0.0,0.0,down,0,1,1.0,,0.750853796708761
USP17L10,1,-0.31888147507325376,0.3686227410736745,-1.0413820475776558,0.40361909743114827,0.38700483539217534,0.0,0.0,down,0,1,1.0,,0.750853796708761
USP17L11,1,-0.31888147507325376,0.3686227410736745,-1.0413820475776558,0.40361909743114827,0.38700483539217534,0.0,0.0,down,0,1,1.0,,0.750853796708761
USP17L12,1,-0.31888147507325376,0.3686227410736745,-1.0413820475776558,0.40361909743114827,0.38700483539217534,0.0,0.0,down,0,1,1.0,,0.750853796708761
USP17L13,1,-0.31888147507325376,0.3686227410736745,-1.0413820475776558,0.40361909743114827,0.38700483539217534,0.0,0.0,down,0,1,1.0,,0.750853796708761
USP17L15,1,-0.31888147507325376,0.3686227410736745,-1.0413820475776558,0.40361909743114827,0.38700483539217534,0.0,0.0,down,0,1,1.0,,0.750853796708761
USP17L17,1,-0.31888147507325376,0.3686227410736745,-1.0413820475776558,0.40361909743114827,0.38700483539217534,0.0,0.0,down,0,1,1.0,,0.750853796708761
USP17L18,1,-0.31888147507325376,0.3686227410736745,-1.0413820475776558,0.40361909743114827,0.38700483539217534,0.0,0.0,down,0,1,1.0,,0.750853796708761
USP17L19,1,-0.31888147507325376,0.3686227410736745,-1.0413820475776558,0.40361909743114827,0.38700483539217534,0.0,0.0,down,0,1,1.0,,0.750853796708761
USP17L20,1,-0.31888147507325376,0.3686227410736745,-1.0413820475776558,0.40361909743114827,0.38700483539217534,0.0,0.0,down,0,1,1.0,,0.750853796708761
USP17L21,1,-0.31888147507325376,0.3686227410736745,-1.0413820475776558,0.40361909743114827,0.38700483539217534,0.0,0.0,down,0,1,1.0,,0.750853796708761
USP17L22,1,-0.31888147507325376,0.3686227410736745,-1.0413820475776558,0.40361909743114827,0.38700483539217534,0.0,0.0,down,0,1,1.0,,0.750853796708761
USP17L24,1,-0.31888147507325376,0.3686227410736745,-1.0413820475776558,0.40361909743114827,0.38700483539217534,0.0,0.0,down,0,1,1.0,,0.750853796708761
USP17L25,1,-0.31888147507325376,0.3686227410736745,-1.0413820475776558,0.40361909743114827,0.38700483539217534,0.0,0.0,down,0,1,1.0,,0.750853796708761
USP17L26,1,-0.31888147507325376,0.3686227410736745,-1.0413820475776558,0.40361909743114827,0.38700483539217534,0.0,0.0,down,0,1,1.0,,0.750853796708761
USP17L27,1,-0.31888147507325376,0.3686227410736745,-1.0413820475776558,0.40361909743114827,0.38700483539217534,0.0,0.0,down,0,1,1.0,,0.750853796708761
USP17L28,1,-0.31888147507325376,0.3686227410736745,-1.0413820475776558,0.40361909743114827,0.38700483539217534,0.0,0.0,down,0,1,1.0,,0.750853796708761
USP17L29,1,-0.31888147507325376,0.3686227410736745,-1.0413820475776558,0.40361909743114827,0.38700483539217534,0.0,0.0,down,0,1,1.0,,0.750853796708761
USP17L3,1,-0.31888147507325376,0.3686227410736745,-1.0413820475776558,0.40361909743114827,0.38700483539217534,0.0,0.0,down,0,1,1.0,,0.750853796708761
USP17L30,1,-0.31888147507325376,0.3686227410736745,-1.0413820475776558,0.40361909743114827,0.38700483539217534,0.0,0.0,down,0,1,1.0,,0.750853796708761
USP17L4,1,-0.31888147507325376,0.3686227410736745,-1.0413820475776558,0.40361909743114827,0.38700483539217534,0.0,0.0,down,0,1,1.0,,0.750853796708761
USP17L5,1,-0.31888147507325376,0.3686227410736745,-1.0413820475776558,0.40361909743114827,0.38700483539217534,0.0,0.0,down,0,1,1.0,,0.750853796708761
USP17L6P,1,-0.31888147507325376,0.3686227410736745,-1.0413820475776558,0.40361909743114827,0.38700483539217534,0.0,0.0,down,0,1,1.0,,0.750853796708761
USP17L7,1,-0.31888147507325376,0.3686227410736745,-1.0413820475776558,0.40361909743114827,0.38700483539217534,0.0,0.0,down,0,1,1.0,,0.750853796708761
USP17L8,1,-0.31888147507325376,0.3686227410736745,-1.0413820475776558,0.40361909743114827,0.38700483539217534,0.0,0.0,down,0,1,1.0,,0.750853796708761
ACBD7,2,-0.19006992175817222,0.21973837994556691,-0.6207571464514834,0.24061730293513894,0.38704822281709494,0.0,0.0,down,0,2,1.0,0.5,0.7508542099936782
ABR,3,-0.12027886635184781,0.13906069030418164,-0.3928378193480438,0.15228008664434817,0.3870728548109371,0.0,0.0,down,0,3,1.0,0.25,0.7508542099936782
PLA2G4F,3,-0.25906610398279656,0.2995563030347442,-0.8461964579308952,0.328064249965302,0.38713058814376144,0.19190394971711824,0.6839662202400733,down,1,2,0.6666666666666666,1.0,0.7508956644981442
CSMD1,3,-0.12055221159783243,0.13941166669950336,-0.393799078328859,0.1526946551331942,0.3871918783803794,0.0,0.21955006781426697,down,0,3,1.0,0.25,0.7508956644981442
HOXB6,3,-0.35302851601313445,0.40827872168017276,-1.1532548105062732,0.4471977784800042,0.38721704372046295,0.4182917632409667,0.8705082399716012,down,1,2,0.6666666666666666,1.0,0.7508956644981442
IL3,3,0.12035919771256072,0.13920758052341622,-0.1524876601133351,0.3932060555384565,0.38725709623787563,0.0,0.0,up,2,1,0.6666666666666666,1.0,0.7508956644981442
ADAM9,3,0.23529737161594266,0.27214955187988904,-0.2981157500686399,0.7687104933005252,0.38726468914538614,0.14755434988191563,0.7037749872285832,up,2,1,0.6666666666666666,1.0,0.7508956644981442
TTLL10,3,-0.1234114078906436,0.14275431279017103,-0.40320986095937883,0.15638704517809165,0.3873121091436349,0.0,0.0,down,1,2,0.6666666666666666,1.0,0.7508956644981442
BTNL10P,1,0.23712151956315544,0.2742980348368957,-0.30050262871716016,0.774745667843471,0.38733156053762585,0.0,0.0,up,1,0,1.0,,0.7508956644981442
ZNF502,3,-0.16575474648784058,0.19177008535158324,-0.5416241137769437,0.21011462080126256,0.38740059596340914,0.04324620924162766,0.37397774226546737,down,1,2,0.6666666666666666,1.0,0.7509637635712579
TENT5A,3,0.16567245259719224,0.19169881269200864,-0.21005722027914467,0.5414021254735292,0.3874598713033237,0.04278671384668624,0.43224913214387756,up,2,1,0.6666666666666666,1.0,0.751012932763409
CLTC,3,-0.12014923053367788,0.13905093346100458,-0.39268906011724686,0.1523905990498911,0.38755145087313114,0.0,0.0,down,0,3,1.0,0.25,0.7511247031143112
COQ10B,3,-0.12014055266482732,0.139065236077449,-0.3927084153766274,0.15242731004697274,0.3876345495928395,0.0,0.0,down,0,3,1.0,0.25,0.7511565845439043
MUTYH,3,-0.14464853177412998,0.1674546801959729,-0.4728597049582368,0.18356264140997688,0.3876938994035135,0.020478690528099145,0.21744792135539182,down,1,2,0.6666666666666666,1.0,0.7511565845439043
MLIP,3,0.20643198128062737,0.23898238161489951,-0.26197348668457565,0.6748374492458304,0.38770006683128133,0.09914999511866206,0.5932453065134724,up,2,1,0.6666666666666666,1.0,0.7511565845439043
GPR135,3,0.1201223078735035,0.13906433882672614,-0.15244379622687973,0.3926884119738867,0.38770356788374816,0.0,0.0,up,3,0,1.0,0.25,0.7511565845439043
CNNM4,3,-0.2699520831405527,0.3125610618318336,-0.8825717643309465,0.3426675980498411,0.38776485442283537,0.2151784097924832,0.7274383091911164,down,1,2,0.6666666666666666,1.0,0.7512096073217752
OR10J1,3,-0.12026256929434984,0.13925997682225466,-0.39321212386596893,0.1526869852772693,0.38781692442002225,0.0,0.0,down,1,2,0.6666666666666666,1.0,0.7512447673515467
MCM3AP-AS1,3,-0.120210327133193,0.13921066181505387,-0.3930632242906986,0.15264257002431258,0.3878550371030426,0.0,0.0,down,1,2,0.6666666666666666,1.0,0.7512459774595497
B4GALT2,3,0.6424616362666369,0.7440561266589257,-0.8158883719848575,2.1008116445181315,0.3878853908994424,1.5607519937566727,0.9371549983905367,up,2,1,0.6666666666666666,1.0,0.7512459774595497
CPNE9,3,-0.15390828121754077,0.17826690355465097,-0.5033114121846567,0.19549484974957512,0.38794028205289655,0.02996531528806238,0.2867261895912132,down,1,2,0.6666666666666666,1.0,0.7512865885471756
LINC01792,1,0.23674249875298106,0.2742950585570214,-0.3008758160187809,0.774360813524743,0.3880856272531017,0.0,0.0,up,1,0,1.0,,0.7514824348772104
RPL26L1,3,-0.2840580247458602,0.32913837766758397,-0.9291692449743247,0.36105319548260434,0.38811808181647156,0.245997938443217,0.7358926396520131,down,1,2,0.6666666666666666,1.0,0.7514824348772104
MED27,3,0.5442713529160808,0.6307171390022585,-0.6919342395283459,1.7804769453605074,0.3881701907440851,1.0986828859337043,0.8912716450409924,down,1,2,0.6666666666666666,1.0,0.7514824348772104
LINC02903,1,0.3180861089711043,0.3686126353055426,-0.4043946562277592,1.0405668741699678,0.3881771370838166,0.0,0.0,up,1,0,1.0,,0.7514824348772104
CFAP95-DT,2,-0.13305972444558145,0.15422008098325266,-0.43533108317275665,0.16921163428159375,0.38825229368147507,0.0019647342917300903,0.035039534979977326,down,0,2,1.0,0.5,0.7515403860632464
KCNQ1,3,0.5160277465085308,0.5982239025838078,-0.6564911025557323,1.6885465955727939,0.3883576067662946,0.9806946587905725,0.8797365500222134,up,2,1,0.6666666666666666,1.0,0.7515403860632464
ITGAX,3,0.12009143908246267,0.13923189897785695,-0.15280308291413697,0.3929859610790623,0.38839692233728096,0.0,0.0,up,3,0,1.0,0.25,0.7515403860632464
CTSA,3,-0.406876760351847,0.4717305158894503,-1.3314685714951695,0.5177150507914756,0.38840171691951164,0.5812571611498573,0.8436429269536225,down,1,2,0.6666666666666666,1.0,0.7515403860632464
SNCAIP-AS3,2,-0.9023214349892913,1.0461478118913963,-2.952771146296428,1.1481282763178453,0.3884024709575591,2.071529550469577,0.9453636867265653,up,1,1,0.5,1.0,0.7515403860632464
SERPINI1,3,0.11995932457156777,0.13910837419696437,-0.1526930888544824,0.39261173799761795,0.38849803825872997,0.0,0.0,up,3,0,1.0,0.25,0.7515403860632464
F8,3,0.1199744156364278,0.13913074729588676,-0.15272184906351022,0.3926706803363658,0.3885146542291582,0.0,0.0,up,2,1,0.6666666666666666,1.0,0.7515403860632464
ARHGEF6,3,0.16797868408052682,0.19480849310684104,-0.21384596240888162,0.5498033305699352,0.38853566802929307,0.04619639427736108,0.375440646241845,up,2,1,0.6666666666666666,1.0,0.7515403860632464
DNAH1,3,-0.3619664880979581,0.41978337298387575,-1.1847418991463545,0.46080892295043835,0.38853911582259715,0.44504191318673986,0.8259259854550133,down,1,2,0.6666666666666666,1.0,0.7515403860632464
CNOT4,3,0.11990292339078598,0.1390571491393048,-0.15264908892225146,0.3924549357038234,0.388546413528883,0.0,0.0,up,3,0,1.0,0.25,0.7515403860632464
ARL1,3,0.1199536017679486,0.1391414692704376,-0.1527636780021091,0.39267088153800633,0.38863351518834666,0.0,0.0,up,3,0,1.0,0.25,0.7516432155162269
ABCA1,3,0.139670732088968,0.1620593745317873,-0.17796564199333506,0.457307106171271,0.38877054132093036,0.01617917925958131,0.08520277629182604,down,1,2,0.6666666666666666,1.0,0.7518425758500388
CD96,3,0.19908985254290246,0.23102265765100627,-0.25371455645306984,0.6518942615388748,0.3888106257705837,0.08852775989181522,0.5540598085957487,up,2,1,0.6666666666666666,1.0,0.7518544424116927
ELP4,3,-0.25540440096345285,0.29642717304393595,-0.8364016601295673,0.3255928582026616,0.3889025666376229,0.18739597569411834,0.7545645828237778,down,1,2,0.6666666666666666,1.0,0.7519261839872698
