gene,datasets,hedges_g,se,ci_lo,ci_hi,p_value,tau2,I2,direction,n_up,n_down,direction_ratio,sign_test_p,q_value
ZRSR2P1,2,0.08261980102207671,0.3497749386880783,-0.6029390788065567,0.7681786808507101,0.8132709119907175,0.17028906928398657,0.6661255138595947,up,1,1,0.5,1.0,0.9397927922887201
VWA3A,3,-0.07198750320591378,0.30484549183327103,-0.6694846671991249,0.5255096607872974,0.8133207555585343,0.20197028121726737,0.6766396299704764,up,2,1,0.6666666666666666,1.0,0.9397927922887201
SORCS3,3,-0.0339566603285556,0.1438061593076261,-0.3158167325715028,0.24790341191439158,0.8133333497725471,0.0,0.0,down,1,2,0.6666666666666666,1.0,0.9397927922887201
ACACA,3,0.052693035307901405,0.22318506036288732,-0.3847496830033577,0.49013575361916056,0.8133584027012282,0.07859192175470825,0.5239240277383205,down,1,2,0.6666666666666666,1.0,0.9397927922887201
PVR,3,-0.09892852639072779,0.41949496488694293,-0.9211386575691359,0.7232816047876803,0.8135663845278509,0.4471730271516874,0.828027430222139,down,1,2,0.6666666666666666,1.0,0.9397927922887201
CMA1,3,-0.03278930909782121,0.1390486943894876,-0.30532475010121696,0.2397461319055745,0.81357878836513,0.0,0.0,up,2,1,0.6666666666666666,1.0,0.9397927922887201
TARBP2,3,0.048824064276318295,0.20705078428489368,-0.3569954729220733,0.4546436014747099,0.8135822862383992,0.05947002674490498,0.4827809897500458,up,2,1,0.6666666666666666,1.0,0.9397927922887201
SPATA31J1,1,0.08643070622293599,0.36673861079245873,-0.6323769709302831,0.8052383833761552,0.8136857506197135,0.0,0.0,up,1,0,1.0,,0.9397927922887201
LARGE1,3,-0.07538854295858922,0.319891738706015,-0.7023763508223786,0.5515992649052002,0.8136895831097377,0.23047557442148484,0.791585739062616,down,1,2,0.6666666666666666,1.0,0.9397927922887201
ZNF783,2,-0.05165479989014397,0.21919462547499752,-0.48127626582113914,0.37796666604085116,0.813698654979476,0.0,0.0,down,0,2,1.0,0.5,0.9397927922887201
DZANK1,3,-0.07152460625745038,0.30357837316406416,-0.6665382176590161,0.5234890051441153,0.8137391327846221,0.20075661768114936,0.7658028874625695,down,1,2,0.6666666666666666,1.0,0.9397927922887201
RHO,3,0.032767983616236576,0.13909819484469899,-0.23986447827937346,0.3054004455118466,0.8137628854522736,0.0,0.0,up,2,1,0.6666666666666666,1.0,0.9397927922887201
SRSF7,3,-0.03276245886439817,0.13915493055747055,-0.3055061227570404,0.2399812050282441,0.8138682356031417,0.0,0.0,up,2,1,0.6666666666666666,1.0,0.9397927922887201
LCN10,1,0.08634099833459719,0.3667383000447809,-0.6324660697531734,0.8051480664223678,0.8138754261954811,0.0,0.0,up,1,0,1.0,,0.9397927922887201
SLC1A3,3,0.054868730370128065,0.23310141018700362,-0.40201003359639903,0.5117474943366551,0.8139094114821721,0.09178179369118303,0.5781802185934131,up,2,1,0.6666666666666666,1.0,0.9397927922887201
COL18A1-AS1,1,-0.0863035413923286,0.366738170389542,-0.805110355355831,0.6325032725711737,0.8139546273653909,0.0,0.0,down,0,1,1.0,,0.9397927922887201
SLC71A3P,1,0.0862978072889758,0.3667381505462058,-0.6325089677815875,0.8051045823595392,0.8139667520673303,0.0,0.0,up,1,0,1.0,,0.9397927922887201
FBXO40,3,0.03273507530461804,0.1391182991263087,-0.23993679098294696,0.30540694159218307,0.8139728853005612,0.0,0.0,down,1,2,0.6666666666666666,1.0,0.9397927922887201
DIP2B,3,-0.059432999950934096,0.252582760613527,-0.5544952107534471,0.43562921085157885,0.8139750459060925,0.11872666472758567,0.6465715352319724,down,1,2,0.6666666666666666,1.0,0.9397927922887201
CORT,3,0.04076323868866529,0.17332822428337488,-0.29896008090674947,0.38048655828408,0.8140694452617985,0.025757036352952213,0.2152546897992092,down,1,2,0.6666666666666666,1.0,0.93979644896406
OR10R3P,1,0.08623895513596823,0.36673794695963763,-0.6325674209049215,0.805045331176858,0.8140911970227915,0.0,0.0,up,1,0,1.0,,0.93979644896406
SMCR5,3,-0.03272287184254845,0.1391675080334488,-0.3054911875881081,0.2400454439030112,0.8141055164751656,0.0,0.0,down,1,2,0.6666666666666666,1.0,0.93979644896406
CNOT9,3,0.040071109979048794,0.17060311029230935,-0.2943109861938775,0.3744532061519751,0.8143025489758564,0.02338537646520928,0.12018039371860889,up,2,1,0.6666666666666666,1.0,0.9399114016083394
TAF6,3,-0.032699905046864736,0.139275353736778,-0.3056795983709496,0.2402797882772201,0.8143748241513648,0.0,0.0,down,1,2,0.6666666666666666,1.0,0.9399114016083394
WDR62,3,0.03265161474799734,0.13908182726716053,-0.2399487666956373,0.30525199619163196,0.8143907462728972,0.0,0.0,up,2,1,0.6666666666666666,1.0,0.9399114016083394
FASTKD5,3,-0.03262782278957231,0.13898803525954798,-0.30504437189828637,0.23978872631914172,0.8144006468967084,0.0,0.0,down,1,2,0.6666666666666666,1.0,0.9399114016083394
LRCH2,3,-0.04749209002634794,0.2023253407836441,-0.4440497579622903,0.34906557790959447,0.8144172933970304,0.05435201038905555,0.4607903843160194,down,1,2,0.6666666666666666,1.0,0.9399114016083394
NME1,3,-0.03271216996321163,0.13941622982309176,-0.3059679804164715,0.24054364049004823,0.814490689445082,0.0,0.0,up,2,1,0.6666666666666666,1.0,0.939947126212299
GPX4,3,0.0329685888545319,0.14057619830639112,-0.24256075982599468,0.3084979375350585,0.8145776703639735,0.0008571608414012603,0.0,down,1,2,0.6666666666666666,1.0,0.9399751929147165
TINAGL1,3,-0.05496293077158672,0.23442485851944594,-0.5144356534697008,0.40450979192652736,0.8146289479266247,0.09323456222680897,0.5639125669689516,down,1,2,0.6666666666666666,1.0,0.9399751929147165
PRKRA,3,-0.05126330017807366,0.21866148531139692,-0.47983981138841164,0.3773132110322643,0.8146423376893064,0.07350896666975149,0.5090242753983039,down,1,2,0.6666666666666666,1.0,0.9399751929147165
TTLL5,3,-0.03255099788120251,0.1389961647381694,-0.3049834807680145,0.23988148500560946,0.8148403484080051,0.0,0.0,up,2,1,0.6666666666666666,1.0,0.9401546859177958
INAFM2,1,0.06401834464840384,0.27343284108307264,-0.4719100238744185,0.5999467131712262,0.8148854375201847,0.0,0.0,up,1,0,1.0,,0.9401577299833054
DYRK1A,3,-0.06505692185204238,0.2779787003521261,-0.6098951745422094,0.4797813308381247,0.8149573134762308,0.15729520885857579,0.7067136702301844,down,1,2,0.6666666666666666,1.0,0.9401805112953281
FRMPD1,3,-0.03252254625567156,0.13898914873383908,-0.30494127777399616,0.23989618526265302,0.814990086957498,0.0,0.0,up,2,1,0.6666666666666666,1.0,0.9401805112953281
GALNTL5,3,-0.035557449805470306,0.15205892848527947,-0.33359294963661806,0.2624780500256774,0.8151092460291647,0.0,0.0,down,1,2,0.6666666666666666,1.0,0.9402525591353782
CDK2,3,0.09006613967850562,0.3852823010196622,-0.6650871703200323,0.8452194496770435,0.8151661681741227,0.3656490071278078,0.831827528265406,up,2,1,0.6666666666666666,1.0,0.9402525591353782
CDC37,3,0.08266884687216157,0.35366514912563746,-0.6105148454140878,0.775852539158411,0.815179906441432,0.2970305615696866,0.8165127541584657,up,2,1,0.6666666666666666,1.0,0.9402525591353782
IDI2-AS1,3,-0.03806549321426968,0.16294671850273282,-0.35744106147962595,0.2813100750510866,0.8152900969620963,0.01698967622097081,0.04721455695339727,down,1,2,0.6666666666666666,1.0,0.9403306831277756
ZNF208,3,-0.07130339883963041,0.3053389759032839,-0.6697677916100668,0.527160993930806,0.8153560106222839,0.20303639030431725,0.7005959915886137,up,2,1,0.6666666666666666,1.0,0.9403577340650795
GMPPA,3,0.058790759574182304,0.2519004315017235,-0.4349340861691957,0.5525156053175603,0.8154594472732042,0.11752906176572138,0.6365740608025587,up,2,1,0.6666666666666666,1.0,0.940428055548826
SDCBP,3,0.06113812114846635,0.26218069910098907,-0.45273604908947224,0.575012291386405,0.8156132667219267,0.13267687558429367,0.6635052771264438,down,1,2,0.6666666666666666,1.0,0.9405564706113257
USP50,1,-0.08547723461670509,0.36673532447053003,-0.804278470578944,0.6333240013455338,0.8157023229152067,0.0,0.0,down,0,1,1.0,,0.9406101918985257
LINC01554,3,0.05375998814817674,0.23074342542019458,-0.39849712567540463,0.5060171019717581,0.8157722755757388,0.08881788302471033,0.5688223955623386,down,1,2,0.6666666666666666,1.0,0.9406418798966985
MIR520C,1,0.08539619551726964,0.3667350468333299,-0.633404496276057,0.8041968873105962,0.815873777889547,0.0,0.0,up,1,0,1.0,,0.9407099416347249
LINC00545,2,0.03493431711413418,0.15014035351700086,-0.2593407757791875,0.3292094100074559,0.8160116610520296,0.0,0.0,up,1,1,0.5,1.0,0.9408199415544433
LINC00885,1,-0.08527332961489038,0.3667346264008299,-0.804073197360517,0.6335265381307361,0.8161337436698073,0.0,0.0,down,0,1,1.0,,0.940904655634289
RNU6-72P,1,0.08525614468574672,0.36673456764426354,-0.6335436078970098,0.8040558972685032,0.8161701060816511,0.0,0.0,up,1,0,1.0,,0.940904655634289
IL17A,3,0.03237040964459654,0.13929802068421415,-0.2406537108964632,0.30539453018565627,0.8162410104199302,0.0,0.1551875900255352,up,2,1,0.6666666666666666,1.0,0.9409136021340846
PDZK1,3,-0.10028452965651044,0.4316017699802705,-0.9462239988178406,0.7456549395048196,0.8162628364023194,0.4766304229999274,0.8196086984561763,down,1,2,0.6666666666666666,1.0,0.9409136021340846
VMA12,3,0.03227746792334881,0.13895599195599387,-0.24007627631039916,0.30463121215709676,0.8163162410792382,0.0,0.0,down,1,2,0.6666666666666666,1.0,0.9409261887780727
FGD2,3,0.03226952343948132,0.13898794335727865,-0.24014684554078486,0.3046858924197475,0.8164021072730097,0.0,0.0,down,1,2,0.6666666666666666,1.0,0.9409761889032187
TRIM59,3,-0.059429292561720456,0.2561962860050021,-0.5615740131315246,0.4427154280080836,0.8165630122740768,0.12371586211286632,0.6266637831320253,down,1,2,0.6666666666666666,1.0,0.9411126682365726
NKX3-2,3,0.07416583291464919,0.3199065095780917,-0.5528509258584106,0.7011825916877089,0.8166654254276271,0.23038301386513277,0.7780286001968514,down,1,2,0.6666666666666666,1.0,0.941157843078509
SUPT5H,3,0.05654088967519252,0.24393474671063264,-0.42157121387764745,0.5346529932280325,0.8167034974775842,0.10642443308987348,0.6213132705768785,up,2,1,0.6666666666666666,1.0,0.941157843078509
KCNN1,3,0.03411703901697797,0.14723014559623068,-0.25445404635163416,0.32268812438559014,0.8167509081701774,0.005268893616946157,0.0,down,1,2,0.6666666666666666,1.0,0.941157843078509
CYP17A1,3,-0.04604364411427974,0.19881214531518854,-0.4357154489320493,0.3436281607034898,0.8168535864148814,0.05050191886193778,0.4443507183114216,up,2,1,0.6666666666666666,1.0,0.941157843078509
ZNF597,3,-0.032274707588543956,0.13935973069863267,-0.305419779757864,0.2408703645807761,0.8168543150389018,0.0,0.2688763227232066,down,1,2,0.6666666666666666,1.0,0.941157843078509
THRAP3,3,-0.05343609887082064,0.23073668761682312,-0.505680006599794,0.3988078088581527,0.8168571842531765,0.08872477462694653,0.5658996521655841,down,1,2,0.6666666666666666,1.0,0.941157843078509
RIIAD1,3,0.03215952173887373,0.1389378076250411,-0.24015858120620684,0.3044776246839543,0.8169519959466471,0.0,0.0,up,3,0,1.0,0.25,0.9411884376933624
NBEAL1,2,-0.050856547508629044,0.21974562120279187,-0.4815579650661011,0.379844870048843,0.8169778680354167,0.0,0.0,up,1,1,0.5,1.0,0.9411884376933624
COL4A3,3,0.032147165158534996,0.13901330857153307,-0.24031891964166985,0.30461324995873984,0.8171187018180253,0.0,0.0,up,2,1,0.6666666666666666,1.0,0.9411884376933624
RPL7AP27,1,0.041521894638005076,0.17964801802967997,-0.31058822070016767,0.39363200997617787,0.817214465693892,0.0,0.0,up,1,0,1.0,,0.9411884376933624
BMS1P14,1,0.08474752118404977,0.3667328339800663,-0.6340488334168801,0.8035438757849798,0.8172465136176177,0.0,0.0,up,1,0,1.0,,0.9411884376933624
NDST1,3,-0.03215368621724063,0.13916192282614087,-0.30491105495647675,0.2406036825219955,0.8172741499146676,0.0,0.0,down,1,2,0.6666666666666666,1.0,0.9411884376933624
BAG5,3,0.03210528594727058,0.1389840705373113,-0.24030349230585957,0.3045140642004007,0.8173149940178599,0.0,0.0,up,2,1,0.6666666666666666,1.0,0.9411884376933624
BEST4,3,-0.0739316780286023,0.320091100544681,-0.7013102350961771,0.5534468790389724,0.8173375343638529,0.22988412272108188,0.7148681675962674,up,2,1,0.6666666666666666,1.0,0.9411884376933624
UHRF1,3,0.03210248200669683,0.1390085432136883,-0.24035426269213225,0.30455922670552593,0.8173622587375862,0.0,0.0,up,2,1,0.6666666666666666,1.0,0.9411884376933624
EVPL,3,0.03210022023416707,0.13900144598811245,-0.2403426139025333,0.3045430543708675,0.8173657393167799,0.0,0.0,up,2,1,0.6666666666666666,1.0,0.9411884376933624
OR8D2,3,0.03212901185173069,0.13912661845577753,-0.24055916032159327,0.30481718402505464,0.8173663815684105,0.0,0.0,up,2,1,0.6666666666666666,1.0,0.9411884376933624
TBC1D22A-AS1,2,-0.050625614424145496,0.21928192071509023,-0.4804181790257223,0.37916695017743135,0.8174158069479047,0.0,0.0,up,1,1,0.5,1.0,0.9411884376933624
VEGFA,3,0.09127990276312459,0.3954185847105729,-0.6837405232695982,0.8663003287958474,0.8174362035052976,0.38858961537349385,0.7868350510822562,up,2,1,0.6666666666666666,1.0,0.9411884376933624
RFC1,3,-0.042833253658686295,0.1856496177360454,-0.40670650442133527,0.3210399971039627,0.8175316073567949,0.03691534387820456,0.44290676736654866,up,2,1,0.6666666666666666,1.0,0.9412493505994456
CYP1B1,3,0.07113067953637485,0.30844473399261485,-0.5334209990891502,0.6756823581618999,0.817617195015057,0.20924499108434913,0.7626175160896786,up,2,1,0.6666666666666666,1.0,0.9412868820442865
RYR1,3,-0.0856604029920435,0.37156086202345623,-0.8139196925580177,0.6425988865739307,0.8176705918147624,0.3342469424727724,0.7646327417470633,up,2,1,0.6666666666666666,1.0,0.9412868820442865
SLC25A44,3,-0.0403045071829126,0.17488913606449488,-0.3830872138693226,0.30247819950349736,0.8177363109508743,0.027101793819581225,0.2762924313693635,up,2,1,0.6666666666666666,1.0,0.9412868820442865
MBIP,3,0.03204309103068924,0.13905459045498197,-0.24050390626107543,0.30459008832245393,0.8177535070598534,0.0,0.0,up,2,1,0.6666666666666666,1.0,0.9412868820442865
GOLGA5,3,-0.05128209328809358,0.22273037481845223,-0.48783362793225993,0.3852694413560728,0.8179030073190772,0.07797076455540618,0.522065309642103,up,2,1,0.6666666666666666,1.0,0.9412868820442865
RNF32-DT,1,-0.08442126561710553,0.3667317273814625,-0.8032154512847719,0.6343729200505609,0.8179371628090433,0.0,0.0,down,0,1,1.0,,0.9412868820442865
DBF4B,3,-0.04299271981302879,0.18678332959687263,-0.40908804582289915,0.3231026061968416,0.8179563410537155,0.03827547818335074,0.3370905952525166,up,2,1,0.6666666666666666,1.0,0.9412868820442865
DRC11,3,-0.03199712904323587,0.13915470603714342,-0.30474035287603696,0.2407460947895652,0.8181389745763852,0.0,0.0,down,1,2,0.6666666666666666,1.0,0.9412868820442865
MIR4800,1,0.08420327911735176,0.36673099038834533,-0.6345894620438051,0.8029960202785087,0.8183986998960778,0.0,0.0,up,1,0,1.0,,0.9412868820442865
SLC22A8,3,0.07466919702544085,0.3252548335497722,-0.5628302767321126,0.7121686707829943,0.8184248578396887,0.23967042768867716,0.7135858928626948,up,2,1,0.6666666666666666,1.0,0.9412868820442865
FBRS,3,0.05231131376701869,0.22796745517658604,-0.3945048983790899,0.4991275259131273,0.8185049243074312,0.08484309529071228,0.5442870901170702,up,2,1,0.6666666666666666,1.0,0.9412868820442865
TEX12,3,-0.03246715140225106,0.141505347048577,-0.30981763161746195,0.24488332881295985,0.8185260458743047,0.0,0.0710005021727492,down,1,2,0.6666666666666666,1.0,0.9412868820442865
OR11G2,3,-0.03187886728038635,0.1389826474774643,-0.3042848563362164,0.24052712177544366,0.8185790169752707,0.0,0.0,down,1,2,0.6666666666666666,1.0,0.9412868820442865
ATXN10,3,0.03190811870442958,0.13912062096742417,-0.24076829839172179,0.304584535800581,0.8185924015999202,0.0,0.0,up,2,1,0.6666666666666666,1.0,0.9412868820442865
HP1BP3,3,-0.03606735935323397,0.15725533187656782,-0.34428780983130686,0.27215309112483893,0.8185926988120348,0.012501296838428546,0.02554865772252205,down,1,2,0.6666666666666666,1.0,0.9412868820442865
DCC,3,-0.03702315845069638,0.1614452428827168,-0.3534558345008213,0.27940951759942856,0.8186176327492483,0.007775180871819594,0.1264873886444941,down,1,2,0.6666666666666666,1.0,0.9412868820442865
CRY1,3,-0.03189773459508875,0.13911839757905875,-0.3045697938500439,0.24077432465986637,0.8186475631503002,0.0,0.0,up,2,1,0.6666666666666666,1.0,0.9412868820442865
TMEM230,3,0.06592867340149654,0.2875646328219154,-0.49769800692945765,0.6295553537324508,0.8186625013017528,0.17343479125702363,0.7423526893552461,down,1,2,0.6666666666666666,1.0,0.9412868820442865
FAM41C,2,-0.0344196545963816,0.15015704091882237,-0.32872745479727344,0.2598881456045103,0.8186945245564019,0.0,0.0,up,1,1,0.5,1.0,0.9412868820442865
DNAJC4,3,0.036824995574141255,0.1607224479964641,-0.27819100249892836,0.3518409936472109,0.8187743517639618,0.015052157283771114,0.31025073650630325,up,2,1,0.6666666666666666,1.0,0.9412868820442865
RSF1,3,0.03184599012628813,0.13900025080211661,-0.24059450144586042,0.3042864816984367,0.8187854193236461,0.0,0.0,down,1,2,0.6666666666666666,1.0,0.9412868820442865
SPDYE11,1,-0.08400426678636497,0.36673031920783206,-0.8027956924337157,0.6347871588609858,0.8188201208705679,0.0,0.0,down,0,1,1.0,,0.9412868820442865
SPDYE16,1,-0.08400426678636497,0.36673031920783206,-0.8027956924337157,0.6347871588609858,0.8188201208705679,0.0,0.0,down,0,1,1.0,,0.9412868820442865
SPDYE2B,1,-0.08400426678636497,0.36673031920783206,-0.8027956924337157,0.6347871588609858,0.8188201208705679,0.0,0.0,down,0,1,1.0,,0.9412868820442865
SPDYE6,1,-0.08400426678636497,0.36673031920783206,-0.8027956924337157,0.6347871588609858,0.8188201208705679,0.0,0.0,down,0,1,1.0,,0.9412868820442865
SPDYE8,1,-0.08400426678636497,0.36673031920783206,-0.8027956924337157,0.6347871588609858,0.8188201208705679,0.0,0.0,down,0,1,1.0,,0.9412868820442865
H2BC26,3,0.05827922180733896,0.25442730199243074,-0.4403982900978253,0.5569567337125032,0.8188219645754888,0.12123232528706297,0.6402157370282154,up,2,1,0.6666666666666666,1.0,0.9412868820442865
ASAP1-IT2,1,-0.06260955812301121,0.2734298755443279,-0.5985321141898938,0.47331299794387144,0.8188856399037485,0.0,0.0,down,0,1,1.0,,0.9412868820442865
MSTN,3,-0.03198281982696499,0.13981610820024534,-0.30602239189944586,0.24205675224551587,0.8190638694635415,0.0,0.0,down,1,2,0.6666666666666666,1.0,0.9412868820442865
KAT7,3,-0.03930918697533222,0.17185001977134717,-0.3761352257271727,0.2975168517765083,0.8190700379238297,0.024473088972634185,0.13274950216129328,down,1,2,0.6666666666666666,1.0,0.9412868820442865
C16orf92,3,0.031792044101778,0.13898765457384127,-0.2406237588629509,0.3042078470665069,0.8190709586668232,0.0,0.0,up,2,1,0.6666666666666666,1.0,0.9412868820442865
TUBA3C,3,-0.050839739125039904,0.22230403050948694,-0.4865556389236343,0.38487616067355446,0.8191062649165496,0.07808949303501297,0.5292506330460083,up,2,1,0.6666666666666666,1.0,0.9412868820442865
PLP1,3,0.05252648617812409,0.22992227057802908,-0.39812116415481286,0.503174136511061,0.819293909021549,0.08738454022097286,0.5525266032076479,up,2,1,0.6666666666666666,1.0,0.9412868820442865
OR13C3,1,-0.08377179535392101,0.36672953719419465,-0.8025616882545425,0.6350180975467006,0.8193124627780508,0.0,0.0,down,0,1,1.0,,0.9412868820442865
LINC00242,1,-0.08375546080853404,0.3667294823276309,-0.8025452461706906,0.6350343245536225,0.819347059854845,0.0,0.0,down,0,1,1.0,,0.9412868820442865
SPDYE3,3,0.03173523527762175,0.13895992775484226,-0.24062622312186907,0.30409669367711256,0.8193532586751315,0.0,0.0,down,1,2,0.6666666666666666,1.0,0.9412868820442865
TADA3,3,0.05714463489312183,0.25026462347148837,-0.4333740271109954,0.547663296897239,0.8193843817506199,0.11533486715097171,0.6431632782678232,up,2,1,0.6666666666666666,1.0,0.9412868820442865
